Date,Open,High,Low,Close,Volume
10/27/1981,0.346,0.3505,0.346,0.346,21397622
10/28/1981,0.3571,0.3594,0.3571,0.3571,11043211
10/29/1981,0.3527,0.3549,0.3527,0.3527,7621607.5
10/30/1981,0.3571,0.3594,0.3571,0.3571,13182413
11/2/1981,0.3571,0.3594,0.3571,0.3571,9228809
11/3/1981,0.3527,0.3549,0.3527,0.3527,7095207
11/4/1981,0.3437,0.346,0.3437,0.3437,5952806
11/5/1981,0.3192,0.3214,0.3192,0.3192,5840806
11/6/1981,0.3214,0.3237,0.3214,0.3214,6148806
11/9/1981,0.3259,0.3281,0.3259,0.3259,5096005
11/10/1981,0.3281,0.3304,0.3281,0.3281,4188804.25
11/11/1981,0.3371,0.3393,0.3371,0.3371,6860007
11/12/1981,0.3482,0.3505,0.3482,0.3482,9979210
11/13/1981,0.3237,0.3259,0.3237,0.3237,5252805.5
11/16/1981,0.3192,0.3214,0.3192,0.3192,5639205.5
11/17/1981,0.3259,0.3281,0.3259,0.3259,8853609
11/18/1981,0.3371,0.3393,0.3371,0.3371,7285607.5
11/19/1981,0.3371,0.3393,0.3371,0.3371,10001610
11/20/1981,0.3393,0.3415,0.3393,0.3393,9525610
11/23/1981,0.3237,0.3281,0.3237,0.3237,5740005.5
11/24/1981,0.3214,0.3237,0.3214,0.3214,5538405.5
11/25/1981,0.3281,0.3304,0.3281,0.3281,13137613
11/27/1981,0.3371,0.3393,0.3371,0.3371,9312809
11/30/1981,0.3326,0.3348,0.3326,0.3326,5992006
12/1/1981,0.3326,0.3348,0.3326,0.3326,5846406
12/2/1981,0.3348,0.3371,0.3348,0.3348,9391209
12/3/1981,0.3304,0.3326,0.3304,0.3304,5107205
12/4/1981,0.3393,0.3415,0.3393,0.3393,34288836
12/7/1981,0.3415,0.3437,0.3415,0.3415,14823215
12/8/1981,0.3348,0.3393,0.3348,0.3348,12656013
12/9/1981,0.3371,0.3393,0.3371,0.3371,8568009
12/10/1981,0.3371,0.3393,0.3371,0.3371,9352009
12/11/1981,0.3348,0.3393,0.3348,0.3348,19023220
12/14/1981,0.3237,0.3281,0.3237,0.3237,6311206.5
12/15/1981,0.3326,0.3348,0.3326,0.3326,7828808
12/16/1981,0.3482,0.3505,0.3482,0.3482,16363216
12/17/1981,0.3772,0.3795,0.3772,0.3772,12863213
12/18/1981,0.4085,0.4107,0.4085,0.4085,17931218
12/21/1981,0.3906,0.3929,0.3906,0.3906,14100814
12/22/1981,0.3973,0.3996,0.3973,0.3973,13456813
